AD:06,Sant Julià de Loria
KZ:VOS:semey,East Kazakhstan:Semey
KZ:VOS:ust-kamenogorsk,East Kazakhstan:Ust-Kamenogorsk
KZ:ZAP,West Kazakhstan
KZ:ZAP:aksay,West Kazakhstan:Aksay
KZ:ZHA,Zhambyl Oblysy
KZ:ZHA:taraz,Zhambyl Oblysy:Taraz
LB:BA,Beyrouth
LB:BA:badaro,Beyrouth:Badaro
LB:BA:beirut,Beyrouth:Beirut
LB:JA,South Governorate
LB:JA:tyre,South Governorate:Tyre
LC:02,Castries
LC:02:castries,Castries:Castries
LI:02,Eschen
LI:02:eschen,Eschen:Eschen
LK:1,Western Province
LK:1:colombo,Western Province:Colombo
LR:MO,Montserrado County
LR:MO:monrovia,Montserrado County:Monrovia
LT:03,Alytus City Municipality
LT:03:alytus,Alytus City Municipality:Alytus
LT:07,Druskininkai Municipality
LT:07:druskininkai,Druskininkai Municipality:Druskininkai
LT:12,Jurbarkas District Municipality
LT:12:smalininkai,Jurbarkas District Municipality:Smalininkai
LT:16,Kaunas
LT:16:kaunas,Kaunas:Kaunas
LT:18,Kėdainiai District Municipality
LT:18:kėdainiai,Kėdainiai District Municipality:Kėdainiai
LT:20,Klaipėda District Municipality
LT:20:gargždai,Klaipėda District Municipality:Gargždai
LT:21,Klaipėda City Municipality
LT:21:klaipėda,Klaipėda City Municipality:Klaipėda
LT:25,Marijampole Municipality
LT:25:marijampolė,Marijampole Municipality:Marijampolė
LT:32,Panevėžys City
LT:32:panevezys,Panevėžys City:Panevezys
LT:36,Prienai District Municipality
LT:36:prienai,Prienai District Municipality:Prienai
LT:40,Rokiškis District Municipality
LT:40:rokiškis,Rokiškis District Municipality:Rokiškis
LT:42,Šalčininkai District Municipality
LT:42:Šalčininkai,Šalčininkai District Municipality:Šalčininkai
LT:44,Šiauliai City Municipality
LT:44:Šiauliai,Šiauliai City Municipality:Šiauliai
LT:48,Skuodas District Municipality
LT:48:skuodas,Skuodas District Municipality:Skuodas
LT:54,Utena District Municipality
LT:54:utena,Utena District Municipality:Utena
LT:58,Vilnius City Municipality
LT:58:vilnius,Vilnius City Municipality:Vilnius
LT:59,Visaginas Municipality
LT:59:visaginas,Visaginas Municipality:Visaginas
LT:KL,Klaipėda County
LT:KL:Šilutė,Klaipėda County:Šilutė
LT:KU,Kaunas
LT:KU:jonava,Kaunas:Jonava
LT:TE,Telsiai
LT:TE:mažeikiai,Telsiai:Mažeikiai
LT:TE:plungė,Telsiai:Plungė
LT:VL,Vilnius
LT:VL:elektrėnai,Vilnius:Elektrėnai
LT:VL:ukmerge,Vilnius:Ukmerge
LU:ES,Esch-sur-Alzette
LU:ES:schifflange,Esch-sur-Alzette:Schifflange
LU:LU,Luxembourg
LU:LU:bereldange,Luxembourg:Bereldange
LV:011,Ādaži
LV:011:adazi,Ādaži:Adazi
LV:016,Bauskas Novads
LV:016:bauska,Bauskas Novads:Bauska
LV:037,Inčukalns
LV:037:vangaži,Inčukalns:Vangaži
LV:042,Jēkabpils Municipality
LV:042:jēkabpils,Jēkabpils Municipality:Jēkabpils
LV:067,Ogre
LV:067:ogre,Ogre:Ogre
LV:087,Salaspils Novads
LV:087:salaspils,Salaspils Novads:Salaspils
LV:088,Saldus Municipality
LV:088:saldus,Saldus Municipality:Saldus
LV:DGV,Daugavpils
LV:JEL,Jelgava
LV:JEL:jelgava,Jelgava:Jelgava
LV:JUR,Jurmala
LV:JUR:jūrmala,Jurmala:Jūrmala
LV:LPX,Liepaja
LV:LPX:liepāja,Liepaja:Liepāja
LV:REZ,Rezekne
LV:REZ:rēzekne,Rezekne:Rēzekne
LV:RIX,Riga
LV:RIX:riga,Riga:Riga
LV:VEN,Ventspils
LV:VEN:ventspils,Ventspils:Ventspils
LV:VMR,Valmiera
LV:VMR:valmiera,Valmiera:Valmiera
LY:BA,Sha'biyat Banghazi
LY:BA:benghazi,Sha'biyat Banghazi:Benghazi
LY:ZA,Az Zawiyah
LY:ZA:az zawiyah,Az Zawiyah:Az Zawiyah
MA:06,Casablanca-Settat
MA:06:laayoune,Casablanca-Settat:Laayoune
MA:AGD,Agadir-Ida-ou-Tnan
MA:AGD:agadir,Agadir-Ida-ou-Tnan:Agadir
MA:CAS,Casablanca
MA:CAS:casablanca,Casablanca:Casablanca
MA:ESI,Essaouira Province
MA:ESI:essaouira,Essaouira Province:Essaouira
MA:FES,Fes
MA:FES:fes,Fes:Fes
MA:KEN,Kenitra Province
MA:KEN:kenitra,Kenitra Province:Kenitra
MA:KHO,Khouribga Province
MA:KHO:khouribga,Khouribga Province:Khouribga
MA:MAR,Marrakech
MA:MAR:marrakesh,Marrakech:Marrakesh
MA:MEK,Meknes
MA:MEK:meknes,Meknes:Meknes
MA:MOH,Mohammedia
MA:MOH:mohammedia,Mohammedia:Mohammedia
MA:NAD,Nador
MA:NAD:nador,Nador:Nador
MA:OUA,Ouarzazate Province
MA:OUA:ouarzazate,Ouarzazate Province:Ouarzazate
MA:OUJ,Oujda-Angad
MA:OUJ:oujda,Oujda-Angad:Oujda
MA:RAB,Rabat
MA:RAB:rabat,Rabat:Rabat
MA:SAL,Sale
MA:SAL:salé,Sale:Salé
MA:TAZ,Taza
MA:TAZ:taza,Taza:Taza
MA:TET,Tetouan
MA:TET:tétouan,Tetouan:Tétouan
MA:TNG,Tanger-Assilah
MA:TNG:tangier,Tanger-Assilah:Tangier
MD:BA,Municipiul Balti
MD:BA:bălţi,Municipiul Balti:Bălţi
MD:BS,Basarabeasca
MD:BS:basarabeasca,Basarabeasca:Basarabeasca
MD:CU,Chișinău Municipality
MD:CU:bacioi,Chișinău Municipality:Bacioi
MD:CU:chisinau,Chișinău Municipality:Chisinau
MD:CU:singera,Chișinău Municipality:Singera
MD:HI,Hînceşti
MD:HI:carpineni,Hînceşti:Carpineni
MD:OR,Orhei
MD:OR:orhei,Orhei:Orhei
MD:SN,Unitatea Teritoriala din Stinga Nistrului
MD:SN:tiraspol,Unitatea Teritoriala din Stinga Nistrului:Tiraspol
MD:SO,Raionul Soroca
MD:SO:soroca,Raionul Soroca:Soroca
ME:15,Opstina Pluzine
ME:15:plužine,Opstina Pluzine:Plužine
ME:16,Podgorica
ME:16:podgorica,Podgorica:Podgorica
ME:22,Gusinje
ME:22:dragija,Gusinje:Dragija
MK:04,Bitola
MK:04:bitola,Bitola:Bitola
MK:13,Veles
MK:13:veles,Veles:Veles
MK:14,Vinica
MK:14:vinica,Vinica:Vinica
MK:18,Gevgelija
MK:18:gevgelija,Gevgelija:Gevgelija
MK:19,Gostivar
MK:19:gostivar,Gostivar:Gostivar
MK:38,Opstina Karpos
MK:38:skopje,Opstina Karpos:Skopje
MK:47,Kumanovo
MK:47:kumanovo,Kumanovo:Kumanovo
MK:58,Ohrid
MK:58:ohrid,Ohrid:Ohrid
MK:62,Prilep
MK:62:prilep,Prilep:Prilep
MK:70,Opstina Stip
MK:70:shtip,Opstina Stip:Shtip
MK:76,Tetovo
MK:76:tetovo,Tetovo:Tetovo
ML:BKO,Bamako Region
ML:BKO:bamako,Bamako Region:Bamako
MN:1,Ulaanbaatar Hot
MN:1:ulan bator,Ulaanbaatar Hot:Ulan Bator
MP:R,Rota
MP:R:songsong,Rota:Songsong
MT:04,Birkirkara
MT:04:birkirkara,Birkirkara:Birkirkara
MT:08,Il-Fgura
MT:09,Il-Furjana
MT:09:floriana,Il-Furjana:Floriana
MT:12,Il-Gzira
MT:12:gzira,Il-Gzira:Gzira
MT:25,Luqa
MT:25:luqa,Luqa:Luqa
MT:32,Il-Mosta
MT:32:mosta,Il-Mosta:Mosta
MT:34,L-Imsida
MT:34:imsida,L-Imsida:Imsida
MT:39,Paola
MT:39:paola,Paola:Paola
MT:48,Saint Julian
MT:48:st. julian's,Saint Julian:St. Julian's
MT:49,Saint John
MT:49:saint john,Saint John:Saint John
MT:56,Tas-Sliema
MT:56:sliema,Tas-Sliema:Sliema
MT:66,Haz-Zebbug
MT:66:haz-zebbug,Haz-Zebbug:Haz-Zebbug
MU:FL,Flacq District
MU:FL:centre de flacq,Flacq District:Centre de Flacq
MU:PL,Port Louis District
MU:PL:port louis,Port Louis District:Port Louis
MU:PW,Plaines Wilhems District
MU:PW:beau bassin-rose hill,Plaines Wilhems District:Beau Bassin-Rose Hill
MU:PW:curepipe,Plaines Wilhems District:Curepipe
MV:26,Kaafu Atoll
MV:26:malé,Kaafu Atoll:Malé
MX:AGU,Aguascalientes
MX:AGU:aguascalientes,Aguascalientes:Aguascalientes
MX:BCN,Estado de Baja California
MX:BCN:ejido distrito federal,Estado de Baja California:Ejido Distrito Federal
MX:BCN:ensenada,Estado de Baja California:Ensenada
MX:BCN:mexicali,Estado de Baja California:Mexicali
MX:BCN:rosarito,Estado de Baja California:Rosarito
MX:BCN:tecate,Estado de Baja California:Tecate
MX:BCN:tijuana,Estado de Baja California:Tijuana
MX:BCS,Baja California Sur
MX:BCS:cabo san lucas,Baja California Sur:Cabo San Lucas
MX:BCS:granjas familiares la paz,Baja California Sur:Granjas Familiares la Paz
MX:BCS:la paz,Baja California Sur:La Paz
MX:CAM,Campeche
MX:CAM:campeche,Campeche:Campeche
MX:CAM:ciudad del carmen,Campeche:Ciudad del Carmen
MX:CHH,Chihuahua
MX:CHH:camargo,Chihuahua:Camargo
MX:CHH:chihuahua city,Chihuahua:Chihuahua City
MX:CHH:ciudad juárez,Chihuahua:Ciudad Juárez
MX:CHH:cuauhtemoc,Chihuahua:Cuauhtemoc
MX:CHP,Chiapas
MX:CHP:pichucalco,Chiapas:Pichucalco
MX:CHP:san cristóbal de las casas,Chiapas:San Cristóbal de las Casas
MX:CHP:tapachula,Chiapas:Tapachula
MX:CHP:tuxtla gutiérrez,Chiapas:Tuxtla Gutiérrez
MX:CMX,Mexico City
MX:CMX:benito juarez,Mexico City:Benito Juarez
MX:CMX:coyoacán,Mexico City:Coyoacán
MX:CMX:mexico city,Mexico City:Mexico City
MX:COA,Coahuila
MX:COA:monclova,Coahuila:Monclova
MX:COA:piedras negras,Coahuila:Piedras Negras
MX:COA:ramos arizpe,Coahuila:Ramos Arizpe
MX:COA:sabinas,Coahuila:Sabinas
MX:COA:saltillo,Coahuila:Saltillo
MX:COA:torreón,Coahuila:Torreón
MX:COL,Colima
MX:COL:ciudad de villa de alvarez,Colima:Ciudad de Villa de Alvarez
MX:COL:colima,Colima:Colima
MX:COL:manzanillo,Colima:Manzanillo
MX:DUR,Durango
MX:DUR:durango,Durango:Durango
MX:GRO,Guerrero
MX:GRO:acapulco de juárez,Guerrero:Acapulco de Juárez
MX:GRO:ixtapa-zihuatanejo,Guerrero:Ixtapa-Zihuatanejo
MX:GUA,Guanajuato
MX:GUA:celaya,Guanajuato:Celaya
MX:GUA:dolores hidalgo cuna de la independencia nacional,Guanajuato:Dolores Hidalgo Cuna de la Independencia Nacional
MX:GUA:irapuato,Guanajuato:Irapuato
MX:GUA:león,Guanajuato:León
MX:GUA:purisima de bustos,Guanajuato:Purisima de Bustos
MX:GUA:salamanca,Guanajuato:Salamanca
MX:GUA:san felipe,Guanajuato:San Felipe
MX:GUA:san francisco del rincón,Guanajuato:San Francisco del Rincón
MX:GUA:san miguel de allende,Guanajuato:San Miguel de Allende
MX:HID,Hidalgo
MX:HID:pachuca,Hidalgo:Pachuca
MX:HID:pueblo hidalgo,Hidalgo:Pueblo Hidalgo
MX:HID:tulancingo,Hidalgo:Tulancingo
MX:JAL,Jalisco
MX:JAL:ameca,Jalisco:Ameca
MX:JAL:ciudad guzmán,Jalisco:Ciudad Guzmán
MX:JAL:el salto,Jalisco:El Salto
MX:JAL:guadalajara,Jalisco:Guadalajara
MX:JAL:la barca,Jalisco:La Barca
MX:JAL:lagos de moreno,Jalisco:Lagos de Moreno
MX:JAL:ocotlan,Jalisco:Ocotlan
MX:JAL:puerto vallarta,Jalisco:Puerto Vallarta
MX:JAL:tala,Jalisco:Tala
MX:JAL:tlajomulco de zuniga,Jalisco:Tlajomulco de Zuniga
MX:JAL:tlaquepaque,Jalisco:Tlaquepaque
MX:JAL:zapopan,Jalisco:Zapopan
MX:MEX,Estado de Mexico
MX:MEX:chalco,Estado de Mexico:Chalco
MX:MEX:ciudad lopez mateos,Estado de Mexico:Ciudad Lopez Mateos
MX:MEX:ciudad nezahualcoyotl,Estado de Mexico:Ciudad Nezahualcoyotl
MX:MEX:coacalco,Estado de Mexico:Coacalco
MX:MEX:ecatepec de morelos,Estado de Mexico:Ecatepec de Morelos
MX:MEX:huehuetoca,Estado de Mexico:Huehuetoca
MX:MEX:ixtapaluca,Estado de Mexico:Ixtapaluca
MX:MEX:metepec,Estado de Mexico:Metepec
MX:MEX:naucalpan,Estado de Mexico:Naucalpan
MX:MEX:tecamac,Estado de Mexico:Tecamac
MX:MEX:texcoco,Estado de Mexico:Texcoco
MX:MEX:toluca,Estado de Mexico:Toluca
MX:MEX:tultitlan de mariano escobedo,Estado de Mexico:Tultitlan de Mariano Escobedo
MX:MIC,Michoacán
MX:MIC:heroica zitacuaro,Michoacán:Heroica Zitacuaro
MX:MIC:maravatio de ocampo,Michoacán:Maravatio de Ocampo
MX:MIC:morelia,Michoacán:Morelia
MX:MIC:patzcuaro,Michoacán:Patzcuaro
MX:MIC:sahuayo de morelos,Michoacán:Sahuayo de Morelos
MX:MIC:uruapan,Michoacán:Uruapan
MX:MIC:zamora,Michoacán:Zamora
MX:MOR,Morelos
MX:MOR:cuernavaca,Morelos:Cuernavaca
MX:MOR:jiutepec,Morelos:Jiutepec
MX:MOR:jojutla,Morelos:Jojutla
MX:MOR:tlaltizapan,Morelos:Tlaltizapan
MX:NAY,Nayarit
MX:NAY:tepic,Nayarit:Tepic
MX:NLE,Nuevo León
MX:NLE:apodaca,Nuevo León:Apodaca
MX:NLE:escobedo,Nuevo León:Escobedo
MX:NLE:garcia,Nuevo León:Garcia
MX:NLE:general escobedo,Nuevo León:General Escobedo
MX:NLE:guadalupe,Nuevo León:Guadalupe
MX:NLE:montemorelos,Nuevo León:Montemorelos
MX:NLE:monterrey,Nuevo León:Monterrey
MX:NLE:san nicolás de los garza,Nuevo León:San Nicolás de los Garza
MX:NLE:san pedro garza garcia,Nuevo León:San Pedro Garza Garcia
MX:NLE:santa catarina,Nuevo León:Santa Catarina
MX:OAX,Oaxaca
MX:OAX:oaxaca city,Oaxaca:Oaxaca City
MX:OAX:salina cruz,Oaxaca:Salina Cruz
MX:PUE,Puebla
MX:PUE:alatriste,Puebla:Alatriste
MX:PUE:cholula,Puebla:Cholula
MX:PUE:puebla city,Puebla:Puebla City
MX:PUE:tehuacán,Puebla:Tehuacán
MX:PUE:xicotepec de juarez,Puebla:Xicotepec de Juarez
MX:QUE,Querétaro
MX:QUE:el pueblito,Querétaro:El Pueblito
MX:QUE:querétaro city,Querétaro:Querétaro City
MX:ROO,Quintana Roo
MX:ROO:cancún,Quintana Roo:Cancún
MX:ROO:playa del carmen,Quintana Roo:Playa del Carmen
MX:ROO:san miguel de cozumel,Quintana Roo:San Miguel de Cozumel
MX:ROO:solidaridad,Quintana Roo:Solidaridad
MX:SIN,Sinaloa
MX:SIN:culiacán,Sinaloa:Culiacán
MX:SIN:guasave,Sinaloa:Guasave
MX:SIN:los mochis,Sinaloa:Los Mochis
MX:SIN:mazatlán,Sinaloa:Mazatlán
MX:SLP,San Luis Potosí
MX:SLP:ciudad fernandez,San Luis Potosí:Ciudad Fernandez
MX:SLP:ciudad valles,San Luis Potosí:Ciudad Valles
MX:SLP:matehuala,San Luis Potosí:Matehuala
MX:SLP:rioverde,San Luis Potosí:Rioverde
MX:SLP:san luis potosí city,San Luis Potosí:San Luis Potosí City
MX:SON,Sonora
MX:SON:agua prieta,Sonora:Agua Prieta
MX:SON:ciudad obregón,Sonora:Ciudad Obregón
MX:SON:guaymas,Sonora:Guaymas
MX:SON:hermosillo,Sonora:Hermosillo
MX:SON:navojoa,Sonora:Navojoa
MX:SON:nogales,Sonora:Nogales
MX:SON:puerto peñasco,Sonora:Puerto Peñasco
MX:TAB,Tabasco
MX:TAB:villahermosa,Tabasco:Villahermosa
MX:TAM,Tamaulipas
MX:TAM:altamira,Tamaulipas:Altamira
MX:TAM:ciudad mante,Tamaulipas:Ciudad Mante
MX:TAM:ciudad victoria,Tamaulipas:Ciudad Victoria
MX:TAM:heroica matamoros,Tamaulipas:Heroica Matamoros
MX:TAM:nuevo laredo,Tamaulipas:Nuevo Laredo
MX:TAM:reynosa,Tamaulipas:Reynosa
MX:TLA,Tlaxcala
MX:TLA:teolocholco,Tlaxcala:Teolocholco
MX:TLA:tlaxcala city,Tlaxcala:Tlaxcala City
MX:VER,Veracruz
MX:VER:atoyac,Veracruz:Atoyac
MX:VER:boca del rio,Veracruz:Boca del Rio
MX:VER:coatepec,Veracruz:Coatepec
MX:VER:coatzacoalcos,Veracruz:Coatzacoalcos
MX:VER:córdoba,Veracruz:Córdoba
MX:VER:poza rica de hidalgo,Veracruz:Poza Rica de Hidalgo
MX:VER:veracruz,Veracruz:Veracruz
MX:VER:xalapa,Veracruz:Xalapa
MX:YUC,Yucatán
MX:YUC:acanceh,Yucatán:Acanceh
MX:YUC:mérida,Yucatán:Mérida
MX:ZAC,Zacatecas
MX:ZAC:guadalupe,Zacatecas:Guadalupe
MX:ZAC:jerez de garcia salinas,Zacatecas:Jerez de Garcia Salinas
MX:ZAC:zacatecas city,Zacatecas:Zacatecas City
MY:01,Johor
MY:01:johor bahru,Johor:Johor Bahru
MY:01:kluang,Johor:Kluang
MY:01:skudai,Johor:Skudai
MY:02,Kedah
MY:02:alor star,Kedah:Alor Star
MY:02:sungai petani,Kedah:Sungai Petani
MY:03,Kelantan
MY:03:kota bharu,Kelantan:Kota Bharu
MY:04,Melaka
MY:04:malacca,Melaka:Malacca
MY:05,Negeri Sembilan
MY:05:seremban,Negeri Sembilan:Seremban
MY:07,Penang
MY:07:ayer itam,Penang:Ayer Itam
MY:07:batu feringgi,Penang:Batu Feringgi
MY:07:bayan lepas,Penang:Bayan Lepas
MY:07:george town,Penang:George Town
MY:07:perai,Penang:Perai
MY:08,Perak
MY:08:ipoh,Perak:Ipoh
MY:10,Selangor
MY:10:batu caves,Selangor:Batu Caves
MY:10:cyberjaya,Selangor:Cyberjaya
MY:10:klang,Selangor:Klang
MY:10:petaling jaya,Selangor:Petaling Jaya
MY:10:puchong batu dua belas,Selangor:Puchong Batu Dua Belas
MY:10:shah alam,Selangor:Shah Alam
MY:10:subang jaya,Selangor:Subang Jaya
MY:10:sungai buloh,Selangor:Sungai Buloh
MY:10:taman sri ampang,Selangor:Taman Sri Ampang
MY:10:teluk panglima garang,Selangor:Teluk Panglima Garang
MY:12,Sabah
MY:12:kota kinabalu,Sabah:Kota Kinabalu
MY:13,Sarawak
MY:13:marabu,Sarawak:Marabu
MY:13:sibu,Sarawak:Sibu
MY:14,Kuala Lumpur
MY:14:kuala lumpur,Kuala Lumpur:Kuala Lumpur
MZ:MPM,Cidade de Maputo
MZ:MPM:maputo,Cidade de Maputo:Maputo
NA:HA,Hardap
NA:HA:mariental,Hardap:Mariental
NA:KH,Khomas
NA:KH:windhoek,Khomas:Windhoek
NC:S,South Province
NC:S:noumea,South Province:Noumea
NG:EN,Enugu State
NG:EN:enugu,Enugu State:Enugu
NG:IM,Imo State
NG:IM:owerri,Imo State:Owerri
NG:KW,Kwara State
NG:KW:ilorin,Kwara State:Ilorin
NG:LA,Lagos
NG:LA:lagos,Lagos:Lagos
NG:NI,Niger State
NG:NI:suleja,Niger State:Suleja
NG:OY,Oyo State
NG:OY:ibadan,Oyo State:Ibadan
NG:RI,Rivers State
NG:RI:port harcourt,Rivers State:Port Harcourt
NI:AS,Costa Caribe Sur
NI:AS:el rama,Costa Caribe Sur:El Rama
NI:LE,Departamento de Leon
NI:LE:león,Departamento de Leon:León
NI:MN,Departamento de Managua
NI:MN:managua,Departamento de Managua:Managua
NL:DR,Provincie Drenthe
NL:DR:assen,Provincie Drenthe:Assen
NL:DR:coevorden,Provincie Drenthe:Coevorden
NL:DR:eelde,Provincie Drenthe:Eelde
NL:DR:emmen,Provincie Drenthe:Emmen
NL:DR:hoogeveen,Provincie Drenthe:Hoogeveen
NL:DR:meppel,Provincie Drenthe:Meppel
NL:DR:peize,Provincie Drenthe:Peize
NL:DR:roden,Provincie Drenthe:Roden
NL:FL,Provincie Flevoland
NL:FL:almere stad,Provincie Flevoland:Almere Stad
NL:FL:dronten,Provincie Flevoland:Dronten
NL:FL:emmeloord,Provincie Flevoland:Emmeloord
NL:FL:lelystad,Provincie Flevoland:Lelystad
NL:FL:zeewolde,Provincie Flevoland:Zeewolde
NL:FR,Friesland
NL:FR:bolsward,Friesland:Bolsward
NL:FR:buren,Friesland:Buren
NL:FR:de hoeve,Friesland:De Hoeve
NL:FR:dokkum,Friesland:Dokkum
NL:FR:donkerbroek,Friesland:Donkerbroek
NL:FR:drachten,Friesland:Drachten
NL:FR:dronryp,Friesland:Dronryp
NL:FR:franeker,Friesland:Franeker
NL:FR:goutum,Friesland:Goutum
NL:FR:harlingen,Friesland:Harlingen
NL:FR:haskerhorne,Friesland:Haskerhorne
NL:FR:heerenveen,Friesland:Heerenveen
NL:FR:hurdegaryp,Friesland:Hurdegaryp
NL:FR:ijlst,Friesland:IJlst
NL:FR:joure,Friesland:Joure
NL:FR:leeuwarden,Friesland:Leeuwarden
NL:FR:sneek,Friesland:Sneek
NL:FR:twijzel,Friesland:Twijzel
NL:FR:wolvega,Friesland:Wolvega
NL:GE,Provincie Gelderland
NL:GE:aalten,Provincie Gelderland:Aalten
NL:GE:apeldoorn,Provincie Gelderland:Apeldoorn
NL:GE:arnhem,Provincie Gelderland:Arnhem
NL:GE:barneveld,Provincie Gelderland:Barneveld
NL:GE:beneden-leeuwen,Provincie Gelderland:Beneden-Leeuwen
NL:GE:beuningen,Provincie Gelderland:Beuningen
NL:GE:buren,Provincie Gelderland:Buren
NL:GE:culemborg,Provincie Gelderland:Culemborg
NL:GE:doesburg,Provincie Gelderland:Doesburg
NL:GE:doetinchem,Provincie Gelderland:Doetinchem
NL:GE:druten,Provincie Gelderland:Druten
NL:GE:duiven,Provincie Gelderland:Duiven
NL:GE:ede,Provincie Gelderland:Ede
NL:GE:eibergen,Provincie Gelderland:Eibergen
NL:GE:elburg,Provincie Gelderland:Elburg
NL:GE:epe,Provincie Gelderland:Epe
NL:GE:ermelo,Provincie Gelderland:Ermelo
NL:GE:harderwijk,Provincie Gelderland:Harderwijk
NL:GE:hedel,Provincie Gelderland:Hedel
NL:GE:hoevelaken,Provincie Gelderland:Hoevelaken
NL:GE:huissen,Provincie Gelderland:Huissen
NL:GE:lent,Provincie Gelderland:Lent
NL:GE:leuvenheim,Provincie Gelderland:Leuvenheim
NL:GE:lichtenvoorde,Provincie Gelderland:Lichtenvoorde
NL:GE:lochem,Provincie Gelderland:Lochem
NL:GE:malden,Provincie Gelderland:Malden
NL:GE:nijkerk,Provincie Gelderland:Nijkerk
NL:GE:nijmegen,Provincie Gelderland:Nijmegen
NL:GE:nunspeet,Provincie Gelderland:Nunspeet
NL:GE:ruurlo,Provincie Gelderland:Ruurlo
NL:GE:terborg,Provincie Gelderland:Terborg
NL:GE:tiel,Provincie Gelderland:Tiel
NL:GE:ulft,Provincie Gelderland:Ulft
NL:GE:velp,Provincie Gelderland:Velp
NL:GE:wageningen,Provincie Gelderland:Wageningen
NL:GE:westervoort,Provincie Gelderland:Westervoort
NL:GE:wiesel,Provincie Gelderland:Wiesel
NL:GE:wijchen,Provincie Gelderland:Wijchen
NL:GE:winterswijk,Provincie Gelderland:Winterswijk
NL:GE:zevenaar,Provincie Gelderland:Zevenaar
NL:GE:zutphen,Provincie Gelderland:Zutphen
NL:GR,Groningen
NL:GR:appingedam,Groningen:Appingedam
NL:GR:delfzijl,Groningen:Delfzijl
NL:GR:groningen,Groningen:Groningen
NL:GR:haren,Groningen:Haren
NL:GR:hoogezand,Groningen:Hoogezand
NL:GR:noordhorn,Groningen:Noordhorn
NL:GR:stadskanaal,Groningen:Stadskanaal
NL:GR:veendam,Groningen:Veendam
NL:GR:wildervank,Groningen:Wildervank
NL:GR:winschoten,Groningen:Winschoten
NL:GR:zuidbroek,Groningen:Zuidbroek
NL:LI,Limburg
NL:LI:beek,Limburg:Beek
NL:LI:blerick,Limburg:Blerick
NL:LI:born,Limburg:Born
NL:LI:brunssum,Limburg:Brunssum
NL:LI:eijsden,Limburg:Eijsden
NL:LI:elsloo,Limburg:Elsloo
NL:LI:geleen,Limburg:Geleen
NL:LI:heerlen,Limburg:Heerlen
NL:LI:helden,Limburg:Helden
NL:LI:heythuysen,Limburg:Heythuysen
NL:LI:hoensbroek,Limburg:Hoensbroek
NL:LI:kerkrade,Limburg:Kerkrade
NL:LI:maastricht,Limburg:Maastricht
NL:LI:meerssen,Limburg:Meerssen
NL:LI:meterik,Limburg:Meterik
NL:LI:mook,Limburg:Mook
NL:LI:nederweert,Limburg:Nederweert
NL:LI:noorbeek,Limburg:Noorbeek
NL:LI:palemig,Limburg:Palemig
NL:LI:panningen,Limburg:Panningen
NL:LI:reuver,Limburg:Reuver
NL:LI:roermond,Limburg:Roermond
NL:LI:sittard,Limburg:Sittard
NL:LI:steijl,Limburg:Steijl
NL:LI:stein,Limburg:Stein
NL:LI:tegelen,Limburg:Tegelen
NL:LI:venlo,Limburg:Venlo
NL:LI:venray,Limburg:Venray
NL:LI:vijlen,Limburg:Vijlen
NL:LI:voerendaal,Limburg:Voerendaal
NL:LI:weert,Limburg:Weert
NL:NB,North Brabant
NL:NB:'s-hertogenbosch,North Brabant:'s-Hertogenbosch
NL:NB:asten,North Brabant:Asten
NL:NB:bavel,North Brabant:Bavel
NL:NB:bergen op zoom,North Brabant:Bergen op Zoom
NL:NB:berlicum,North Brabant:Berlicum
NL:NB:best,North Brabant:Best
NL:NB:beugen,North Brabant:Beugen
NL:NB:bladel,North Brabant:Bladel
NL:NB:boxmeer,North Brabant:Boxmeer
NL:NB:boxtel,North Brabant:Boxtel
NL:NB:breda,North Brabant:Breda
NL:NB:cuijk,North Brabant:Cuijk
NL:NB:den dungen,North Brabant:Den Dungen
NL:NB:deurne,North Brabant:Deurne
NL:NB:dongen,North Brabant:Dongen
NL:NB:drunen,North Brabant:Drunen
NL:NB:eersel,North Brabant:Eersel
NL:NB:eindhoven,North Brabant:Eindhoven
NL:NB:etten,North Brabant:Etten
NL:NB:geertruidenberg,North Brabant:Geertruidenberg
NL:NB:geffen,North Brabant:Geffen
NL:NB:geldrop,North Brabant:Geldrop
NL:NB:gemert,North Brabant:Gemert
NL:NB:goirle,North Brabant:Goirle
NL:NB:hapert,North Brabant:Hapert
NL:NB:helmond,North Brabant:Helmond
NL:NB:hoeven,North Brabant:Hoeven
NL:NB:kaatsheuvel,North Brabant:Kaatsheuvel
NL:NB:lage zwaluwe,North Brabant:Lage Zwaluwe
NL:NB:mierlo,North Brabant:Mierlo
NL:NB:nistelrode,North Brabant:Nistelrode
NL:NB:nuenen,North Brabant:Nuenen
NL:NB:nuland,North Brabant:Nuland
NL:NB:oisterwijk,North Brabant:Oisterwijk
NL:NB:oosterhout,North Brabant:Oosterhout
NL:NB:oss,North Brabant:Oss
NL:NB:roosendaal,North Brabant:Roosendaal
NL:NB:rosmalen,North Brabant:Rosmalen
NL:NB:schijndel,North Brabant:Schijndel
NL:NB:sint willebrord,North Brabant:Sint Willebrord
NL:NB:sleeuwijk,North Brabant:Sleeuwijk
NL:NB:someren,North Brabant:Someren
NL:NB:sprang,North Brabant:Sprang
NL:NB:terheijden,North Brabant:Terheijden
NL:NB:teteringen,North Brabant:Teteringen
NL:NB:tilburg,North Brabant:Tilburg
NL:NB:uden,North Brabant:Uden
NL:NB:valkenswaard,North Brabant:Valkenswaard
